Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,7 Up,2022,3,2330,3197237.1,2379431.56
Sucursal Sur,Pepsi,2022,3,8471,19599529.83,12150285.08
Sucursal Norte,Coca Cola,2022,4,10937,36000255.25,26247089.86
Sucursal Norte,Fanta,2022,4,1382,1526161.15,1158996.05
Sucursal Norte,Sprite,2022,4,7051,17407459.81,12573301.05
Sucursal Norte,7 Up,2022,4,2240,3625460.8,2488774.11
Sucursal Norte,Pepsi,2022,4,8179,20271453.43,13642721.62
Sucursal Centro,Coca Cola,2022,4,11109,41126210.28,28457917.23
Sucursal Centro,Fanta,2022,4,1306,1491352.71,991519.5
Sucursal Centro,Sprite,2022,4,6375,14652228.95,11296751.91
Sucursal Centro,7 Up,2022,4,2130,3435595.2,2324290.57
Sucursal Centro,Pepsi,2022,4,7679,19603946.43,13746810.64
Sucursal Sur,Coca Cola,2022,4,11328,37235574.66,22829277.66
Sucursal Sur,Fanta,2022,4,1207,1357290.52,973876.54
Sucursal Sur,Sprite,2022,4,6314,13109636.0,10370078.97
Sucursal Sur,7 Up,2022,4,2238,3614612.82,2431798.29
Sucursal Sur,Pepsi,2022,4,8289,18362180.41,14295579.05
Sucursal Norte,Coca Cola,2022,5,11268,37653482.94,28898032.5
Sucursal Norte,Fanta,2022,5,1326,1625800.77,1263501.12
Sucursal Norte,Sprite,2022,5,6988,15594783.21,9691952.82
Sucursal Norte,7 Up,2022,5,2141,2942977.95,2226184.48
Sucursal Norte,Pepsi,2022,5,8667,22748396.1,16445577.6
Sucursal Centro,Coca Cola,2022,5,13225,47099934.85,34913393.21
Sucursal Centro,Fanta,2022,5,1178,1429871.49,930565.4
Sucursal Centro,Sprite,2022,5,7055,15290613.0,10202353.09
Sucursal Centro,7 Up,2022,5,2336,3489910.98,2777620.98
Sucursal Centro,Pepsi,2022,5,8221,20999438.91,14679699.55
Sucursal Sur,Coca Cola,2022,5,13088,42616871.81,30483257.86
Sucursal Sur,Fanta,2022,5,1387,1453014.94,984877.29
Sucursal Sur,Sprite,2022,5,6968,15347544.45,10255730.52
Sucursal Sur,7 Up,2022,5,2320,3570709.81,2400172.37
Sucursal Sur,Pepsi,2022,5,8126,19123783.09,12366506.0
Sucursal Norte,Coca Cola,2022,6,12045,40097883.02,29508034.45
Sucursal Norte,Fanta,2022,6,1309,1506539.5,1014918.64
Sucursal Norte,Sprite,2022,6,6666,14475600.8,9894792.0
Sucursal Norte,7 Up,2022,6,2086,3308543.65,2149373.37
Sucursal Norte,Pepsi,2022,6,8433,20256114.28,16139842.19
Sucursal Centro,Coca Cola,2022,6,11408,41124997.58,30654097.85
Sucursal Centro,Fanta,2022,6,1204,1254081.18,914924.78
Sucursal Centro,Sprite,2022,6,6502,15766281.24,12090166.87
Sucursal Centro,7 Up,2022,6,2225,3264420.64,2062253.33
Sucursal Centro,Pepsi,2022,6,8407,22271497.57,14244783.33
Sucursal Sur,Coca Cola,2022,6,12764,46876095.51,35990426.6
Sucursal Sur,Fanta,2022,6,1204,1315556.11,813684.89
Sucursal Sur,Sprite,2022,6,5998,13029958.08,8385397.6
Sucursal Sur,7 Up,2022,6,2132,3000901.31,2389413.96
Sucursal Sur,Pepsi,2022,6,7320,19340228.39,13746044.82
Sucursal Norte,Coca Cola,2022,7,12401,42429593.37,26445293.85
Sucursal Norte,Fanta,2022,7,1286,1448278.09,898005.91
Sucursal Norte,Sprite,2022,7,7091,17277868.17,10924875.23
Sucursal Norte,7 Up,2022,7,2128,3301601.94,2207004.48
Sucursal Norte,Pepsi,2022,7,8125,19042875.06,12079050.77
Sucursal Centro,Coca Cola,2022,7,12018,39534179.53,28958520.23
Sucursal Centro,Fanta,2022,7,1277,1474514.89,1176304.16
Sucursal Centro,Sprite,2022,7,6455,15532469.67,11619276.33
Sucursal Centro,7 Up,2022,7,2361,3226675.51,2459798.86
Sucursal Centro,Pepsi,2022,7,7229,18962696.11,12164310.57
Sucursal Sur,Coca Cola,2022,7,12514,43744736.45,28187284.14
Sucursal Sur,Fanta,2022,7,1345,1551809.97,1132418.52
Sucursal Sur,Sprite,2022,7,6774,16694780.54,12856920.73
Sucursal Sur,7 Up,2022,7,2253,3305523.17,2022675.35
Sucursal Sur,Pepsi,2022,7,8669,20074217.04,15026358.38
Sucursal Norte,Coca Cola,2022,8,12311,37704425.86,27966101.59
Sucursal Norte,Fanta,2022,8,1388,1735753.29,1267536.94
Sucursal Norte,Sprite,2022,8,7084,16937629.71,11613155.13
Sucursal Norte,7 Up,2022,8,2217,3547293.06,2215737.62
Sucursal Norte,Pepsi,2022,8,8617,20449639.09,12834576.15
Sucursal Centro,Coca Cola,2022,8,12563,40535652.05,25031693.68
Sucursal Centro,Fanta,2022,8,1381,1664453.9,1175554.88
Sucursal Centro,Sprite,2022,8,5997,15051763.73,9777940.46
Sucursal Centro,7 Up,2022,8,2315,3149548.39,2378418.1
Sucursal Centro,Pepsi,2022,8,8382,18721250.66,14674903.49
Sucursal Sur,Coca Cola,2022,8,11084,40676569.05,29817352.43
Sucursal Sur,Fanta,2022,8,1341,1672632.94,1306043.68
Sucursal Sur,Sprite,2022,8,6408,13773582.46,9766723.42
Sucursal Sur,7 Up,2022,8,2338,3802159.16,2385299.18
Sucursal Sur,Pepsi,2022,8,7974,20758319.1,14610756.22
Sucursal Norte,Coca Cola,2022,9,11285,39414781.36,24675432.48
Sucursal Norte,Fanta,2022,9,1295,1458415.48,927478.63
Sucursal Norte,Sprite,2022,9,6693,14487367.13,9951534.3
Sucursal Norte,7 Up,2022,9,2149,3141726.86,2158977.58
Sucursal Norte,Pepsi,2022,9,7753,19589208.0,14049155.08
Sucursal Centro,Coca Cola,2022,9,11234,34335263.84,22820602.82
Sucursal Centro,Fanta,2022,9,1263,1402908.34,928489.27
Sucursal Centro,Sprite,2022,9,6747,14135239.69,8523737.02
Sucursal Centro,7 Up,2022,9,2322,3385814.73,2288443.4
Sucursal Centro,Pepsi,2022,9,7305,18677304.55,13071997.52
Sucursal Sur,Coca Cola,2022,9,11843,41976666.22,29121425.74
Sucursal Sur,Fanta,2022,9,1248,1390453.89,854804.15
Sucursal Sur,Sprite,2022,9,6999,16568564.87,12993113.98
Sucursal Sur,7 Up,2022,9,2172,3094408.61,1891279.83
Sucursal Sur,Pepsi,2022,9,7206,16271225.35,12471262.13
Sucursal Norte,Coca Cola,2022,10,12300,40346622.94,24384198.06
Sucursal Norte,Fanta,2022,10,1306,1427494.43,933433.5
Sucursal Norte,Sprite,2022,10,6364,15037960.84,11786038.38
Sucursal Norte,7 Up,2022,10,2126,3058269.16,1981245.37
Sucursal Norte,Pepsi,2022,10,7205,16330333.9,12271487.98
Sucursal Centro,Coca Cola,2022,10,13115,42420857.54,33696176.43
Sucursal Centro,Fanta,2022,10,1167,1267663.16,932906.12
Sucursal Centro,Sprite,2022,10,6357,14250303.68,9596088.65
Sucursal Centro,7 Up,2022,10,2312,3243209.28,2193577.87
Sucursal Centro,Pepsi,2022,10,8730,23143344.58,16980579.55
Sucursal Sur,Coca Cola,2022,10,12930,40318487.77,28898159.14
Sucursal Sur,Fanta,2022,10,1368,1479044.56,1016131.15
Sucursal Sur,Sprite,2022,10,6276,14251231.22,10437539.91
Sucursal Sur,7 Up,2022,10,2335,3716855.92,2893195.16
Sucursal Sur,Pepsi,2022,10,8116,21547758.53,13364025.37
Sucursal Norte,Coca Cola,2022,11,11724,38184109.71,24731090.22
Sucursal Norte,Fanta,2022,11,1175,1341757.57,912809.05
Sucursal Norte,Sprite,2022,11,6232,14022729.16,9451417.53
Sucursal Norte,7 Up,2022,11,2396,3875247.47,2511682.93
Sucursal Norte,Pepsi,2022,11,8169,18524438.44,14690146.79
Sucursal Centro,Coca Cola,2022,11,11767,43073561.96,27433527.81
Sucursal Centro,Fanta,2022,11,1195,1410087.88,1039655.3
Sucursal Centro,Sprite,2022,11,7054,17655065.87,10599397.02
Sucursal Centro,7 Up,2022,11,2081,3123412.4,2495848.27
Sucursal Centro,Pepsi,2022,11,8297,18351797.09,13927731.18
Sucursal Sur,Coca Cola,2022,11,11103,37526267.45,28682452.14
Sucursal Sur,Fanta,2022,11,1299,1625037.88,977763.87
Sucursal Sur,Sprite,2022,11,6729,16818611.43,10501142.16
Sucursal Sur,7 Up,2022,11,2269,3304257.23,2311813.57
Sucursal Sur,Pepsi,2022,11,7415,17974483.96,12947152.99
Sucursal Norte,Coca Cola,2022,12,13013,46231323.05,30066804.58
Sucursal Norte,Fanta,2022,12,1294,1569564.31,1088975.55
Sucursal Norte,Sprite,2022,12,6239,13815089.1,10929442.68
Sucursal Norte,7 Up,2022,12,2307,3701193.33,2886434.89
Sucursal Norte,Pepsi,2022,12,8506,21998426.5,15654399.65
Sucursal Centro,Coca Cola,2022,12,12666,44980029.65,35585814.76
Sucursal Centro,Fanta,2022,12,1241,1505795.27,1135130.08
Sucursal Centro,Sprite,2022,12,6195,13897779.68,10318477.28
Sucursal Centro,7 Up,2022,12,2408,3708616.49,2500363.26
Sucursal Centro,Pepsi,2022,12,8620,20906135.27,14451740.81
Sucursal Sur,Coca Cola,2022,12,12697,40778452.25,26412094.16
Sucursal Sur,Fanta,2022,12,1385,1661613.29,1189548.51
Sucursal Sur,Sprite,2022,12,6458,13438782.69,8929327.07
Sucursal Sur,7 Up,2022,12,2458,3959201.67,2389019.78
Sucursal Sur,Pepsi,2022,12,7818,17370155.74,11204492.57
Sucursal Norte,Coca Cola,2023,1,13237,59519009.39,37459606.25
Sucursal Norte,Fanta,2023,1,1024,981584.8,625261.86
Sucursal Norte,Sprite,2023,1,5738,13697811.64,9490440.48
Sucursal Norte,7 Up,2023,1,3269,4823595.1,3806373.43
Sucursal Norte,Pepsi,2023,1,8231,24533954.81,17194690.9
Sucursal Centro,Coca Cola,2023,1,13095,51958411.17,32946704.92
Sucursal Centro,Fanta,2023,1,1098,914883.75,713200.98
Sucursal Centro,Sprite,2023,1,5506,13098920.69,10156351.0
Sucursal Centro,7 Up,2023,1,3410,5610548.34,3944212.21
Sucursal Centro,Pepsi,2023,1,8296,25810484.99,17216825.64
Sucursal Sur,Coca Cola,2023,1,12388,51433163.71,36777635.6
Sucursal Sur,Fanta,2023,1,941,786253.04,528425.0
Sucursal Sur,Sprite,2023,1,6383,15688946.09,10969864.37
Sucursal Sur,7 Up,2023,1,3533,5303969.88,3613797.8
Sucursal Sur,Pepsi,2023,1,7865,23667866.15,14967068.06
Sucursal Norte,Coca Cola,2023,2,14237,66881345.31,40850364.3
Sucursal Norte,Fanta,2023,2,1117,1080823.65,810729.68
Sucursal Norte,Sprite,2023,2,5905,14587804.13,10085224.52
Sucursal Norte,7 Up,2023,2,3440,5340430.19,3964791.64
Sucursal Norte,Pepsi,2023,2,7967,24166484.55,14901134.28
Sucursal Centro,Coca Cola,2023,2,13898,66030063.85,49599976.67
Sucursal Centro,Fanta,2023,2,1075,991003.79,767654.95
Sucursal Centro,Sprite,2023,2,5657,15735903.79,11272727.0
Sucursal Centro,7 Up,2023,2,3473,5645110.89,3990552.42
Sucursal Centro,Pepsi,2023,2,8766,24725035.8,18025489.14
Sucursal Sur,Coca Cola,2023,2,12982,57543642.68,45213378.17
Sucursal Sur,Fanta,2023,2,942,858735.79,671278.4
Sucursal Sur,Sprite,2023,2,6382,14883214.25,9946312.12
Sucursal Sur,7 Up,2023,2,3200,4744095.96,3327975.54
Sucursal Sur,Pepsi,2023,2,8073,25258906.01,16549993.68
Sucursal Norte,Coca Cola,2023,3,12183,50271709.77,36489923.13
Sucursal Norte,Fanta,2023,3,996,842792.25,637901.0
Sucursal Norte,Sprite,2023,3,5660,13212917.25,8220953.71
Sucursal Norte,7 Up,2023,3,3330,4834670.38,3006575.88
Sucursal Norte,Pepsi,2023,3,8552,24470177.11,16590763.6
Sucursal Centro,Coca Cola,2023,3,13222,60323565.9,39251968.29
Sucursal Centro,Fanta,2023,3,982,990952.73,657798.49
Sucursal Centro,Sprite,2023,3,5963,15413272.97,10763833.44
Sucursal Centro,7 Up,2023,3,3364,5362777.84,3222930.29
Sucursal Centro,Pepsi,2023,3,7995,22829014.75,15651436.65
Sucursal Sur,Coca Cola,2023,3,13120,52935910.68,41545480.86
Sucursal Sur,Fanta,2023,3,1005,990237.84,773519.83
Sucursal Sur,Sprite,2023,3,5955,15831002.3,11205411.94
Sucursal Sur,7 Up,2023,3,3380,4995284.14,3580329.98
Sucursal Sur,Pepsi,2023,3,7276,22806504.81,17517281.89
Sucursal Norte,Coca Cola,2023,4,13209,53392057.19,35394303.04
Sucursal Norte,Fanta,2023,4,1071,894232.84,692454.98
Sucursal Norte,Sprite,2023,4,5930,15348634.32,12276597.15
Sucursal Norte,7 Up,2023,4,3656,5944569.45,3792357.95
Sucursal Norte,Pepsi,2023,4,7663,24575021.53,16236357.03
Sucursal Centro,Coca Cola,2023,4,13786,56534861.39,36028634.42
Sucursal Centro,Fanta,2023,4,998,848529.93,550689.16
Sucursal Centro,Sprite,2023,4,6073,15201652.02,9718295.34
Sucursal Centro,7 Up,2023,4,3489,5371885.01,3922526.25
Sucursal Centro,Pepsi,2023,4,8384,24979719.02,17205600.93
Sucursal Sur,Coca Cola,2023,4,13742,57788376.18,44829310.25
Sucursal Sur,Fanta,2023,4,1008,938527.42,694145.61
Sucursal Sur,Sprite,2023,4,5599,14822055.16,10422232.25
Sucursal Sur,7 Up,2023,4,3470,5707184.11,4186926.71
Sucursal Sur,Pepsi,2023,4,8201,22098390.07,13371135.88
Sucursal Norte,Coca Cola,2023,5,13605,58953733.49,41572443.16
Sucursal Norte,Fanta,2023,5,955,891542.81,657733.43
Sucursal Norte,Sprite,2023,5,5992,16281119.64,12455090.29
Sucursal Norte,7 Up,2023,5,3607,5719179.06,4459573.35
Sucursal Norte,Pepsi,2023,5,8738,26935800.68,21364630.05
Sucursal Centro,Coca Cola,2023,5,13108,52505677.65,35465912.65
Sucursal Centro,Fanta,2023,5,1093,1107590.71,787197.25
Sucursal Centro,Sprite,2023,5,6053,14646673.78,9234795.58
Sucursal Centro,7 Up,2023,5,3378,4694953.55,2929930.04
Sucursal Centro,Pepsi,2023,5,8501,23325570.5,16079687.61
Sucursal Sur,Coca Cola,2023,5,14266,68034946.43,53227984.55
Sucursal Sur,Fanta,2023,5,1025,977940.33,731590.84
Sucursal Sur,Sprite,2023,5,6123,14366607.53,11183082.46
Sucursal Sur,7 Up,2023,5,3231,5216245.31,3957275.28
Sucursal Sur,Pepsi,2023,5,7974,22203440.37,16786769.28
Sucursal Norte,Coca Cola,2023,6,12173,56608993.92,36913301.28
Sucursal Norte,Fanta,2023,6,1055,907226.78,652267.13
Sucursal Norte,Sprite,2023,6,6100,14609610.22,10412926.22
Sucursal Norte,7 Up,2023,6,3614,5749717.2,4025490.45
Sucursal Norte,Pepsi,2023,6,8663,25051265.41,19456739.4
Sucursal Centro,Coca Cola,2023,6,13936,58991595.33,40876223.44
Sucursal Centro,Fanta,2023,6,1086,923120.04,716750.88
Sucursal Centro,Sprite,2023,6,5821,14591108.78,11419630.24
Sucursal Centro,7 Up,2023,6,3580,5198848.55,3694702.72
Sucursal Centro,Pepsi,2023,6,7414,21851667.08,16971951.3
Sucursal Sur,Coca Cola,2023,6,12979,60270140.3,37792620.39
Sucursal Sur,Fanta,2023,6,1094,1020510.82,646960.94
Sucursal Sur,Sprite,2023,6,5419,12974386.94,7992246.62
Sucursal Sur,7 Up,2023,6,3199,4841051.92,3841157.36
Sucursal Sur,Pepsi,2023,6,8137,25335268.53,16928607.33
Sucursal Norte,Coca Cola,2023,7,12371,49241932.43,32971884.79
Sucursal Norte,Fanta,2023,7,947,911793.39,673015.99
Sucursal Norte,Sprite,2023,7,6034,14090895.19,8567158.53
Sucursal Norte,7 Up,2023,7,3438,5522848.86,3972129.1
Sucursal Norte,Pepsi,2023,7,8789,28243608.88,20936071.98
Sucursal Centro,Coca Cola,2023,7,12051,49148655.62,33584165.12
Sucursal Centro,Fanta,2023,7,949,885854.66,532955.54
Sucursal Centro,Sprite,2023,7,6096,14011220.67,9223038.54
Sucursal Centro,7 Up,2023,7,3425,5227253.38,3997069.39
Sucursal Centro,Pepsi,2023,7,8522,26543166.46,19618157.38
Sucursal Sur,Coca Cola,2023,7,13516,61624822.78,45250985.91
Sucursal Sur,Fanta,2023,7,985,940913.35,618702.86
Sucursal Sur,Sprite,2023,7,5870,14243369.1,9275204.89
Sucursal Sur,7 Up,2023,7,3626,4972035.84,3138929.38
Sucursal Sur,Pepsi,2023,7,8287,25716914.21,20187332.85
Sucursal Norte,Coca Cola,2023,8,12492,58544608.69,35201075.66
Sucursal Norte,Fanta,2023,8,1000,925300.78,573315.86
Sucursal Norte,Sprite,2023,8,5702,13426818.46,9237692.11
Sucursal Norte,7 Up,2023,8,3320,4888917.5,3270965.7
Sucursal Norte,Pepsi,2023,8,7623,24603773.9,17041159.61
Sucursal Centro,Coca Cola,2023,8,12034,50465102.64,33926353.61
Sucursal Centro,Fanta,2023,8,1013,1022662.53,752781.99
Sucursal Centro,Sprite,2023,8,6377,14904858.97,11375292.18
Sucursal Centro,7 Up,2023,8,3646,4983039.6,3306457.95
Sucursal Centro,Pepsi,2023,8,7282,22402559.64,13976225.98
Sucursal Sur,Coca Cola,2023,8,13778,57024508.36,41823216.11
Sucursal Sur,Fanta,2023,8,1088,1072164.53,771920.38
Sucursal Sur,Sprite,2023,8,5273,12884191.39,8710946.09
Sucursal Sur,7 Up,2023,8,3425,5533297.7,4051226.35
Sucursal Sur,Pepsi,2023,8,7209,23236911.34,15342251.57
Sucursal Norte,Coca Cola,2023,9,13284,53472962.45,39063685.89
Sucursal Norte,Fanta,2023,9,1073,1024946.43,659240.18
Sucursal Norte,Sprite,2023,9,5312,12130854.28,9203248.5
Sucursal Norte,7 Up,2023,9,3308,5256443.32,3185255.18
Sucursal Norte,Pepsi,2023,9,8780,24268370.02,15610174.26
Sucursal Centro,Coca Cola,2023,9,12572,52592846.47,36035806.04
Sucursal Centro,Fanta,2023,9,1053,950167.69,650571.75
Sucursal Centro,Sprite,2023,9,6243,14505021.4,11054436.95
Sucursal Centro,7 Up,2023,9,3068,4928876.34,2995451.13
Sucursal Centro,Pepsi,2023,9,7504,21561227.27,16526137.75
Sucursal Sur,Coca Cola,2023,9,11994,51404782.36,33093726.72
Sucursal Sur,Fanta,2023,9,1047,1042345.97,824710.42
Sucursal Sur,Sprite,2023,9,5484,15185924.72,9197153.48
Sucursal Sur,7 Up,2023,9,3065,4750671.65,3495358.71
Sucursal Sur,Pepsi,2023,9,8368,26941056.74,20692396.6
Sucursal Norte,Coca Cola,2023,10,13512,56520387.53,44708776.48
Sucursal Norte,Fanta,2023,10,1018,884863.67,550532.95
Sucursal Norte,Sprite,2023,10,5274,14647291.72,8959028.27
Sucursal Norte,7 Up,2023,10,3197,5198434.9,3626633.5
Sucursal Norte,Pepsi,2023,10,8021,23130237.22,16422147.6
Sucursal Centro,Coca Cola,2023,10,12918,55010820.47,33586714.49
Sucursal Centro,Fanta,2023,10,1033,874551.28,563880.84
Sucursal Centro,Sprite,2023,10,5371,12954846.06,9215067.68
Sucursal Centro,7 Up,2023,10,3380,5187042.62,4066211.22
Sucursal Centro,Pepsi,2023,10,8246,24003832.99,15162420.4
Sucursal Sur,Coca Cola,2023,10,14372,59451157.53,42694029.18
Sucursal Sur,Fanta,2023,10,1100,1095276.54,840904.23
Sucursal Sur,Sprite,2023,10,5340,13615625.59,9295266.1
Sucursal Sur,7 Up,2023,10,3446,5096292.47,3387126.93
Sucursal Sur,Pepsi,2023,10,7316,23032243.62,17930218.29
Sucursal Norte,Coca Cola,2023,11,14050,56522691.83,40189380.3
Sucursal Norte,Fanta,2023,11,1118,1097740.55,812446.51
Sucursal Norte,Sprite,2023,11,6228,16328524.83,11153579.68
Sucursal Norte,7 Up,2023,11,3566,5618466.95,3928230.82
Sucursal Norte,Pepsi,2023,11,8464,25530299.98,17532693.05
Sucursal Centro,Coca Cola,2023,11,13533,56607169.69,42634047.36
Sucursal Centro,Fanta,2023,11,931,856597.29,607107.64
Sucursal Centro,Sprite,2023,11,5495,13328539.25,9304733.67
Sucursal Centro,7 Up,2023,11,3112,4370130.97,3344567.98
Sucursal Centro,Pepsi,2023,11,7971,24836460.91,16572505.98
Sucursal Sur,Coca Cola,2023,11,12435,50361516.27,39731851.88
Sucursal Sur,Fanta,2023,11,1056,992777.09,690697.08
Sucursal Sur,Sprite,2023,11,5707,13695040.87,10496217.72
Sucursal Sur,7 Up,2023,11,3066,4914147.53,3209482.3
Sucursal Sur,Pepsi,2023,11,7561,20622617.92,14670877.32
Sucursal Norte,Coca Cola,2023,12,14462,64979554.27,50958560.05
Sucursal Norte,Fanta,2023,12,1022,966602.92,606519.66
Sucursal Norte,Sprite,2023,12,5762,14183772.81,9315727.35
Sucursal Norte,7 Up,2023,12,3505,4814338.46,3500923.58
Sucursal Norte,Pepsi,2023,12,8493,25630774.91,19066652.94
Sucursal Centro,Coca Cola,2023,12,13472,57464276.95,34513139.01
Sucursal Centro,Fanta,2023,12,1073,994003.08,628737.26
Sucursal Centro,Sprite,2023,12,5423,13408979.12,8586612.32
Sucursal Centro,7 Up,2023,12,3351,5037845.71,3783882.98
Sucursal Centro,Pepsi,2023,12,7836,23984803.73,17255755.72
Sucursal Sur,Coca Cola,2023,12,14114,63764282.18,41868174.75
Sucursal Sur,Fanta,2023,12,1041,876396.26,587559.93
Sucursal Sur,Sprite,2023,12,5961,14276914.87,10842982.57
Sucursal Sur,7 Up,2023,12,3303,4506194.07,3019442.75
Sucursal Sur,Pepsi,2023,12,7419,20679831.77,15306797.54
Sucursal Norte,Coca Cola,2024,1,13663,78543699.04,59209539.1
Sucursal Norte,Fanta,2024,1,812,553043.93,394033.21
Sucursal Norte,Sprite,2024,1,5406,13917592.89,9783485.86
Sucursal Norte,7 Up,2024,1,4805,6629805.86,4188981.08
Sucursal Norte,Pepsi,2024,1,8726,28654163.94,22489822.82
Sucursal Centro,Coca Cola,2024,1,14643,89840607.14,67582082.76
Sucursal Centro,Fanta,2024,1,762,601851.76,386289.09
Sucursal Centro,Sprite,2024,1,5019,14221153.64,11358441.86
Sucursal Centro,7 Up,2024,1,4767,7588767.77,5292098.75
Sucursal Centro,Pepsi,2024,1,7934,25293732.33,19656208.47
Sucursal Sur,Coca Cola,2024,1,14984,92502462.37,70407058.55
Sucursal Sur,Fanta,2024,1,873,597658.18,469900.14
Sucursal Sur,Sprite,2024,1,5002,12526696.71,9269154.4
Sucursal Sur,7 Up,2024,1,5089,7149421.33,4694744.73
Sucursal Sur,Pepsi,2024,1,7748,27888367.14,19203354.37
Sucursal Norte,Coca Cola,2024,2,14525,79673976.71,49024677.42
Sucursal Norte,Fanta,2024,2,785,544138.68,372184.14
Sucursal Norte,Sprite,2024,2,5520,16205920.39,12668847.65
Sucursal Norte,7 Up,2024,2,5017,7189381.15,5531601.96
Sucursal Norte,Pepsi,2024,2,7405,26846402.51,17075225.87
Sucursal Centro,Coca Cola,2024,2,15994,99131133.86,78525057.01
Sucursal Centro,Fanta,2024,2,794,640518.26,501291.49
Sucursal Centro,Sprite,2024,2,4986,12907004.44,7782198.9
Sucursal Centro,7 Up,2024,2,4976,7242867.79,5715768.34
Sucursal Centro,Pepsi,2024,2,8307,27373145.12,17661367.14
Sucursal Sur,Coca Cola,2024,2,13964,87485090.34,67533394.81
Sucursal Sur,Fanta,2024,2,873,651941.34,422627.1
Sucursal Sur,Sprite,2024,2,5278,14767432.99,11418950.6
Sucursal Sur,7 Up,2024,2,4994,7645305.77,5007308.07
Sucursal Sur,Pepsi,2024,2,8391,31271822.31,20616236.68
Sucursal Norte,Coca Cola,2024,3,15993,84464021.46,56639131.38
Sucursal Norte,Fanta,2024,3,895,695754.73,523610.8
Sucursal Norte,Sprite,2024,3,5187,13277723.07,9277447.12
Sucursal Norte,7 Up,2024,3,4913,7913452.92,4897411.91
Sucursal Norte,Pepsi,2024,3,8320,29354546.36,20388783.49
Sucursal Centro,Coca Cola,2024,3,13671,81219874.46,64398702.5
Sucursal Centro,Fanta,2024,3,802,532397.64,338067.65
Sucursal Centro,Sprite,2024,3,4740,12841956.56,9382198.59
Sucursal Centro,7 Up,2024,3,5011,7238619.38,4362102.42
Sucursal Centro,Pepsi,2024,3,8702,29785882.86,19548842.36
Sucursal Sur,Coca Cola,2024,3,15017,83490648.22,65574312.98
Sucursal Sur,Fanta,2024,3,789,571656.36,455790.64
Sucursal Sur,Sprite,2024,3,5152,14021506.02,8537466.72
Sucursal Sur,7 Up,2024,3,5120,7210077.71,4425731.51
Sucursal Sur,Pepsi,2024,3,7759,26428894.4,20904658.32
Sucursal Norte,Coca Cola,2024,4,15828,95892417.67,73949766.37
Sucursal Norte,Fanta,2024,4,812,573942.72,441648.85
Sucursal Norte,Sprite,2024,4,4884,13264562.2,10553089.84
Sucursal Norte,7 Up,2024,4,4933,7557497.91,4844431.71
Sucursal Norte,Pepsi,2024,4,7478,23967001.25,16520275.9
Sucursal Centro,Coca Cola,2024,4,14970,85454974.09,54770402.5
Sucursal Centro,Fanta,2024,4,883,602052.09,436185.03
Sucursal Centro,Sprite,2024,4,5643,16112585.89,12759973.78
Sucursal Centro,7 Up,2024,4,5081,7673221.6,5045942.94
Sucursal Centro,Pepsi,2024,4,8558,29663731.85,21141443.49
Sucursal Sur,Coca Cola,2024,4,13299,72905652.29,48257578.5
Sucursal Sur,Fanta,2024,4,747,564674.21,346290.32
Sucursal Sur,Sprite,2024,4,5205,13907143.67,10167304.79
Sucursal Sur,7 Up,2024,4,5520,7828035.66,5957972.3
Sucursal Sur,Pepsi,2024,4,8436,31039492.65,23306249.23
Sucursal Norte,Coca Cola,2024,5,14627,86290443.36,52348176.57
Sucursal Norte,Fanta,2024,5,774,557382.5,419095.94
Sucursal Norte,Sprite,2024,5,5468,16729584.52,12075258.19
Sucursal Norte,7 Up,2024,5,4831,7887790.53,6228043.71
Sucursal Norte,Pepsi,2024,5,7370,24755409.78,16301249.7
Sucursal Centro,Coca Cola,2024,5,13910,79648664.61,49821868.61
Sucursal Centro,Fanta,2024,5,828,622434.81,417441.71
Sucursal Centro,Sprite,2024,5,4780,12655829.1,7794528.55
Sucursal Centro,7 Up,2024,5,5524,8951917.96,5440294.09
Sucursal Centro,Pepsi,2024,5,7230,26091587.15,19456154.66
Sucursal Sur,Coca Cola,2024,5,13832,82555450.51,60477644.95
Sucursal Sur,Fanta,2024,5,775,542429.45,337254.89
Sucursal Sur,Sprite,2024,5,5032,12871804.04,8439633.61
Sucursal Sur,7 Up,2024,5,5288,7754255.5,4698274.66
Sucursal Sur,Pepsi,2024,5,7506,27903836.74,20534228.12
Sucursal Norte,Coca Cola,2024,6,15795,82094301.29,61854223.77
Sucursal Norte,Fanta,2024,6,874,693439.12,457211.75
Sucursal Norte,Sprite,2024,6,4759,13366497.73,9740831.27
Sucursal Norte,7 Up,2024,6,5324,8010927.32,4826562.92
Sucursal Norte,Pepsi,2024,6,7451,27287573.24,16390018.52
Sucursal Centro,Coca Cola,2024,6,15934,93675868.5,72341717.2
Sucursal Centro,Fanta,2024,6,771,568686.5,425501.24
Sucursal Centro,Sprite,2024,6,5515,16728679.64,12869868.84
Sucursal Centro,7 Up,2024,6,5133,7381025.83,5839684.07
Sucursal Centro,Pepsi,2024,6,7353,28075279.21,17591878.69
Sucursal Sur,Coca Cola,2024,6,16032,96201111.23,73268655.77
Sucursal Sur,Fanta,2024,6,863,699205.73,423109.2
Sucursal Sur,Sprite,2024,6,4995,13217517.96,8745931.42
Sucursal Sur,7 Up,2024,6,4812,6633648.68,4213802.93
Sucursal Sur,Pepsi,2024,6,7301,25344076.6,20146273.14
